"","County","Freq","Expected","Residual","Component"
"86","86",8,4.6686,3.3314,2.3772
"1535","1535",4,1.8808,2.1192,2.3877
"1020","1020",19,13.352,5.648,2.3892
"2828","2828",3,1.2627,1.7373,2.3901
"2297","2297",11,6.9284,4.0716,2.3928
"2091","2091",20,14.17,5.83,2.3987
"7","7",2,0.7022,1.2978,2.3988
"46","46",2,0.7014,1.2986,2.404
"105","105",5,2.5312,2.4688,2.4079
"2328","2328",2,0.7004,1.2996,2.4112
"1203","1203",4,1.8658,2.1342,2.4414
"211","211",10,6.1225,3.8775,2.4556
"733","733",3,1.2467,1.7533,2.4656
"1621","1621",1,0.2358,0.7642,2.4764
"1516","1516",2,0.6905,1.3095,2.4835
"1505","1505",4,1.8526,2.1474,2.4893
"1470","1470",5,2.4998,2.5002,2.5005
"34","34",2,0.6855,1.3145,2.5209
"278","278",10,6.0731,3.9269,2.5392
"2502","2502",2,0.6827,1.3173,2.5416
"1183","1183",3,1.2308,1.7692,2.5431
"2977","2977",5,2.485,2.515,2.5454
"1401","1401",2,0.6815,1.3185,2.5509
"13","13",2,0.6804,1.3196,2.5594
"93","93",2,0.6804,1.3196,2.5595
"2821","2821",5,2.4803,2.5197,2.5597
"787","787",2,0.6785,1.3215,2.5742
"1995","1995",3,1.2241,1.7759,2.5767
"1059","1059",1,0.2296,0.7704,2.5857
"1614","1614",4,1.808,2.192,2.6575
"2300","2300",3,1.2051,1.7949,2.6735
"171","171",3,1.2037,1.7963,2.6807
"1724","1724",1,0.224,0.776,2.6887
"1422","1422",2,0.6608,1.3392,2.7142
"1066","1066",2,0.6598,1.3402,2.7221
"1471","1471",2,0.6592,1.3408,2.7275
"1710","1710",2,0.659,1.341,2.7288
"2022","2022",4,1.7892,2.2108,2.7317
"949","949",1,0.2201,0.7799,2.7633
"961","961",1,0.2174,0.7826,2.8175
"495","495",3,1.1772,1.8228,2.8224
"50","50",2,0.6448,1.3552,2.8485
"295","295",2,0.6436,1.3564,2.8588
"3012","3012",2,0.6429,1.3571,2.8645
"1555","1555",2,0.6408,1.3592,2.8829
"235","235",6,3.0349,2.9651,2.8968
"2160","2160",3,1.1632,1.8368,2.9006
"80","80",4,1.7471,2.2529,2.9053
"78","78",25,17.804,7.196,2.9085
"2776","2776",1,0.2129,0.7871,2.9099
"1162","1162",8,4.3991,3.6009,2.9476
"1482","1482",3,1.1537,1.8463,2.9546
"3068","3068",6,3.0134,2.9866,2.9599
"1200","1200",20,13.6334,6.3666,2.9731
"2312","2312",2,0.6299,1.3701,2.9798
"2619","2619",1,0.2094,0.7906,2.984
"1247","1247",6,3.0004,2.9996,2.9989
"2880","2880",4,1.7221,2.2779,3.013
"1629","1629",1,0.2074,0.7926,3.0296
"3107","3107",3,1.1402,1.8598,3.0338
"855","855",3,1.1355,1.8645,3.0612
"1849","1849",5,2.327,2.673,3.0706
"712","712",3,1.1321,1.8679,3.0819
"1298","1298",5,2.3235,2.6765,3.083
"1500","1500",4,1.7059,2.2941,3.085
"1879","1879",7,3.6457,3.3543,3.0863
"54","54",2,0.618,1.382,3.0901
"3098","3098",6,2.9695,3.0305,3.0927
"281","281",34,25.1322,8.8678,3.129
"1257","1257",5,2.3068,2.6932,3.1445
"3031","3031",4,1.6925,2.3075,3.1459
"808","808",3,1.1209,1.8791,3.1505
"1598","1598",4,1.6785,2.3215,3.2109
"292","292",9,4.9915,4.0085,3.2192
"773","773",3,1.1088,1.8912,3.2259
"1786","1786",5,2.2832,2.7168,3.2327
"2063","2063",4,1.6721,2.3279,3.2407
"2018","2018",8,4.2737,3.7263,3.249
"2014","2014",4,1.6634,2.3366,3.2822
"3001","3001",2,0.5963,1.4037,3.3044
"164","164",28,19.8702,8.1298,3.3263
"1387","1387",2,0.5938,1.4062,3.3303
"196","196",14,8.6302,5.3698,3.3411
"969","969",4,1.6504,2.3496,3.3448
"837","837",15,9.3859,5.6141,3.358
"1221","1221",6,2.8842,3.1158,3.3659
"681","681",2,0.5862,1.4138,3.4096
"2069","2069",7,3.526,3.474,3.4228
"2356","2356",3,1.0758,1.9242,3.4416
"3114","3114",2,0.5807,1.4193,3.4691
"2781","2781",17,10.8241,6.1759,3.5238
"283","283",14,8.4995,5.5005,3.5597
"1523","1523",2,0.57,1.43,3.5875
"2294","2294",8,4.143,3.857,3.5907
"895","895",1,0.1827,0.8173,3.6568
"3093","3093",3,1.0434,1.9566,3.6692
"313","313",2,0.5564,1.4436,3.746
"1815","1815",10,5.4706,4.5294,3.7501
"746","746",2,0.5548,1.4452,3.7646
"826","826",3,1.0303,1.9697,3.7656
"1802","1802",41,30.2999,10.7001,3.7786
"160","160",5,2.1472,2.8528,3.7901
"3046","3046",4,1.5562,2.4438,3.8376
"1852","1852",9,4.7322,4.2678,3.8489
"1968","1968",2,0.5428,1.4572,3.9118
"176","176",128,107.453,20.547,3.929
"1790","1790",7,3.3628,3.6372,3.9339
"1466","1466",4,1.5387,2.4613,3.9369
"1542","1542",3,1.0027,1.9973,3.9786
"1858","1858",8,4.0058,3.9942,3.9827
"207","207",12,6.7967,5.2033,3.9834
"775","775",4,1.5307,2.4693,3.9837
"718","718",5,2.0911,2.9089,4.0467
"802","802",4,1.5187,2.4813,4.054
"2924","2924",2,0.5314,1.4686,4.0586
"3003","3003",4,1.5123,2.4877,4.0925
"2965","2965",3,0.9838,2.0162,4.132
"727","727",3,0.9832,2.0168,4.1366
"2780","2780",8,3.9518,4.0482,4.147
"1207","1207",5,2.0683,2.9317,4.1554
"2155","2155",2,0.5237,1.4763,4.1611
"2791","2791",12,6.692,5.308,4.2103
"418","418",23,15.0407,7.9593,4.2119
"3008","3008",3,0.9718,2.0282,4.2325
"472","472",2,0.518,1.482,4.2398
"1844","1844",10,5.2696,4.7304,4.2465
"2380","2380",1,0.1643,0.8357,4.2492
"1191","1191",24,15.7754,8.2246,4.2879
"1180","1180",23,14.9662,8.0338,4.3125
"1514","1514",3,0.9618,2.0382,4.3195
"1919","1919",3,0.9532,2.0468,4.3952
"352","352",3,0.9485,2.0515,4.4369
"2968","2968",3,0.9468,2.0532,4.4526
"1089","1089",3,0.9463,2.0537,4.4568
"1667","1667",2,0.5021,1.4979,4.4691
"2852","2852",4,1.4487,2.5513,4.493
"1812","1812",9,4.5003,4.4997,4.4992
"172","172",16,9.4706,6.5294,4.5016
"1190","1190",19,11.6848,7.3152,4.5797
"801","801",3,0.9279,2.0721,4.6276
"1153","1153",11,5.8003,5.1997,4.6613
"2229","2229",12,6.4599,5.5401,4.7513
"836","836",3,0.9148,2.0852,4.7531
"875","875",3,0.9128,2.0872,4.7727
"2244","2244",3,0.9107,2.0893,4.7933
"124","124",3,0.9089,2.0911,4.811
"2574","2574",2,0.4774,1.5226,4.8569
"799","799",3,0.8988,2.1012,4.9126
"2050","2050",4,1.3842,2.6158,4.9429
"2078","2078",4,1.3826,2.6174,4.9553
"282","282",15,8.4581,6.5419,5.0598
"2787","2787",7,3.0544,3.9456,5.0968
"1553","1553",2,0.462,1.538,5.1198
"1212","1212",5,1.882,3.118,5.1655
"1396","1396",7,3.0349,3.9651,5.1803
"3011","3011",3,0.873,2.127,5.1826
"206","206",25,15.9045,9.0955,5.2015
"2509","2509",23,14.3393,8.6607,5.2309
"1142","1142",3,0.8598,2.1402,5.3269
"1910","1910",8,3.5617,4.4383,5.5308
"2884","2884",4,1.3091,2.6909,5.5311
"605","605",10,4.7999,5.2001,5.6337
"1627","1627",3,0.8333,2.1667,5.6337
"1848","1848",5,1.8074,3.1926,5.6393
"1197","1197",60,44.1238,15.8762,5.7125
"3002","3002",3,0.8207,2.1793,5.7874
"1005","1005",3,0.8198,2.1802,5.7978
"37","37",17,9.5337,7.4663,5.8472
"1476","1476",6,2.3143,3.6857,5.8697
"1539","1539",4,1.2666,2.7334,5.899
"3030","3030",8,3.4656,4.5344,5.933
"2043","2043",12,6.0208,5.9792,5.9379
"1986","1986",3,0.8043,2.1957,5.9945
"326","326",15,8.0507,6.9493,5.9985
"1491","1491",3,0.8038,2.1962,6.0009
"1563","1563",4,1.255,2.745,6.0044
"2757","2757",2,0.4163,1.5837,6.0257
"2901","2901",3,0.8018,2.1982,6.0265
"1595","1595",2,0.4138,1.5862,6.0811
"1065","1065",1,0.1251,0.8749,6.1204
"32","32",2,0.4087,1.5913,6.1947
"354","354",1,0.1234,0.8766,6.2283
"1390","1390",5,1.6742,3.3258,6.607
"1736","1736",9,3.8726,5.1274,6.7888
"1394","1394",3,0.7467,2.2533,6.8003
"2850","2850",4,1.1657,2.8343,6.891
"541","541",3,0.7339,2.2661,6.9974
"1174","1174",14,6.929,7.071,7.2158
"2039","2039",34,21.5106,12.4894,7.2516
"1743","1743",19,10.3174,8.6826,7.3068
"1280","1280",8,3.174,4.826,7.3377
"327","327",11,4.9497,6.0503,7.3957
"59","59",8,3.0978,4.9022,7.7578
"285","285",21,11.4853,9.5147,7.8822
"53","53",2,0.3407,1.6593,8.0819
"1490","1490",8,3.0244,4.9756,8.1857
"474","474",2,0.3352,1.6648,8.2666
"1742","1742",15,7.2435,7.7565,8.3059
"637","637",7,2.4366,4.5634,8.5463
"2445","2445",4,1.0226,2.9774,8.6691
"1994","1994",2,0.3226,1.6774,8.7205
"766","766",5,1.4175,3.5825,9.0536
"1700","1700",2,0.314,1.686,9.0548
"1312","1312",49,31.7667,17.2333,9.349
"519","519",43,26.9896,16.0104,9.4974
"1111","1111",3,0.5988,2.4012,9.6289
"202","202",14,6.2307,7.7693,9.6878
"1568","1568",4,0.939,3.061,9.9785
"521","521",14,6.0513,7.9487,10.441
"849","849",3,0.5655,2.4345,10.4812
"1649","1649",5,1.2635,3.7365,11.0499
"3","3",4,0.8803,3.1197,11.0567
"197","197",22,10.9062,11.0938,11.2847
"2740","2740",14,5.7742,8.2258,11.7183
"1634","1634",3,0.512,2.488,12.0907
"188","188",19,8.4408,10.5592,13.2091
"782","782",6,1.4859,4.5141,13.7135
"1509","1509",6,1.4766,4.5234,13.8562
"334","334",36,19.4619,16.5381,14.0536
"3029","3029",7,1.8487,5.1513,14.3537
"290","290",16,6.3905,9.6095,14.4498
"609","609",7,1.8287,5.1713,14.6233
"805","805",5,0.9287,4.0713,17.8494
"897","897",1,0.0483,0.9517,18.7321
"582","582",112,74.6063,37.3937,18.7422
"1872","1872",18,6.7023,11.2977,19.0437
"1508","1508",7,1.5404,5.4596,19.3505
"66","66",3,0.3393,2.6607,20.866
"357","357",7,1.4668,5.5332,20.8721
"1822","1822",16,5.2539,10.7461,21.9794
"518","518",31,13.6458,17.3542,22.0703
"1727","1727",3,0.3203,2.6797,22.4152
"324","324",1,0.038,0.962,24.3468
"2867","2867",4,0.4995,3.5005,24.5294
"3032","3032",42,18.8283,23.1717,28.5172
"2327","2327",20,6.2156,13.7844,30.5702
"2052","2052",7,1.0126,5.9874,35.4011
"2266","2266",49,20.936,28.064,37.6187
"2607","2607",7,0.7427,6.2573,52.7159
"1202","1202",59,21.496,37.504,65.4333
"291","291",60,19.419,40.581,84.8044
"388","388",1,0.0096,0.9904,102.0284
